trait,beta,a,d,aa,ad,dd
a + a,NA,0.596897364,NA,NA,NA,NA
a - a,NA,0.466333698,NA,NA,NA,NA
a - a,NA,-0.466333698,NA,NA,NA,NA
a,0.215,0.233975654,NA,NA,NA,NA
a,0.0345,0.026977552,NA,0.077420423,NA,0.069108733
a / a,NA,0.103470247,NA,-0.049575455,NA,NA
a / a,NA,-0.096009116,NA,0.043599834,NA,NA
a * a,NA,0.526117994,NA,NA,NA,NA
a + a,NA,0.262026177,NA,NA,NA,NA
a - a,NA,0.207349456,NA,-0.07682245,NA,NA
a - a,NA,-0.207349456,NA,0.07682245,NA,NA
a,6.5,NA,NA,NA,NA,NA
a,16.6,16.66152577,NA,NA,NA,NA
a / a,NA,16.86412623,NA,NA,NA,15.36195371
a / a,NA,0.077618647,NA,NA,NA,NA
a * a,NA,3600.394209,NA,NA,NA,NA
a + a,NA,21.29001744,NA,NA,NA,NA
a - a,NA,-12.05743362,NA,NA,NA,NA
a - a,NA,12.05743362,NA,NA,NA,NA
a,5.35,5.605196299,NA,NA,NA,NA
a,2.435,2.980583853,NA,NA,NA,NA
a / a,NA,0.164486234,NA,-0.058178893,NA,NA
a / a,NA,-0.175199123,NA,0.104784512,NA,NA
a * a,NA,128.6883481,NA,NA,NA,NA
a + a,NA,8.430689533,NA,NA,NA,NA
a - a,NA,2.62652866,NA,NA,NA,NA
a - a,NA,-2.62652866,NA,NA,NA,NA
a,0.1915,NA,NA,NA,NA,NA
a,4.565,4.510952177,NA,NA,NA,NA
a / a,NA,-3.88458315,NA,3.410914143,5.476250995,NA
a / a,NA,0.684638873,NA,NA,NA,0.024387185
a * a,NA,29.48232371,NA,NA,NA,NA
a + a,NA,4.604536277,NA,NA,NA,NA
a - a,NA,-4.38162467,NA,NA,NA,NA
a - a,NA,4.38162467,NA,NA,NA,NA
a,18.005,16.69337134,NA,3.935941893,NA,NA
a,0.12,0.112094856,NA,NA,NA,NA
a / a,NA,-4.020566502,NA,8.012710873,NA,NA
a / a,NA,NA,NA,NA,NA,NA
a * a,NA,26.65184462,NA,NA,NA,NA
a + a,NA,16.8056475,NA,3.915807976,NA,NA
a - a,NA,16.58110477,NA,3.955869644,NA,NA
a - a,NA,-16.58110477,NA,-3.955869644,NA,NA
a,0.24,NA,NA,1.31331878,NA,NA
a,9.25,9.799440851,NA,NA,-1.364457445,NA
a / a,NA,-0.455428732,NA,0.206521097,NA,NA
a / a,NA,0.484644253,NA,NA,NA,NA
a * a,NA,199.8869702,NA,NA,NA,NA
a + a,NA,9.859064934,NA,0.733860048,NA,NA
a - a,NA,-9.614257364,NA,NA,NA,NA
a - a,NA,9.614257364,NA,NA,NA,NA
a,15.75,16.49251023,NA,NA,NA,NA
a,4.815,4.36907651,NA,NA,NA,NA
a / a,NA,0.15023498,NA,NA,NA,NA
a / a,NA,-0.071842508,NA,NA,NA,NA
a * a,NA,1596.150418,NA,NA,NA,NA
a + a,NA,20.95370795,NA,NA,NA,NA
a - a,NA,12.04301474,NA,NA,NA,NA
a - a,NA,-12.04301474,NA,NA,NA,NA
a,2.565,2.781528262,NA,NA,0.761391387,NA
a,2,1.760800011,NA,NA,2.184178993,-0.331850729
a / a,NA,0.072900848,NA,NA,-0.089186593,0.031801416
a / a,NA,-0.074244925,NA,NA,NA,-0.031628609
a * a,NA,65.47286857,NA,NA,44.28716965,NA
a + a,NA,4.52025796,NA,NA,2.993732368,NA
a - a,NA,0.875810103,NA,NA,NA,NA
a - a,NA,-0.875810103,NA,NA,NA,NA
a,1.5415,1.43512299,NA,NA,NA,NA
a,1.625,1.690141807,NA,NA,NA,NA
a / a,NA,-0.770850409,NA,0.223889499,NA,NA
a / a,NA,0.12982418,NA,NA,NA,NA
a * a,NA,19.24164636,NA,1.248549846,NA,NA
a + a,NA,3.126121984,NA,NA,NA,NA
a - a,NA,-0.222490176,NA,NA,NA,NA
a - a,NA,0.222490176,NA,NA,NA,NA
a,32.9,33.49130406,NA,-1.947385369,NA,-1.653812576
a,8.66,8.469644421,NA,NA,NA,-0.76594652
a / a,NA,0.382518461,NA,-0.242412709,NA,NA
a / a,NA,-0.066976537,NA,0.046034644,0.040264353,NA
a * a,NA,1384.727379,-260.922271,110.4675337,NA,NA
a + a,NA,42.09178085,NA,-2.162364353,NA,-2.331035838
a - a,NA,24.96737699,NA,-1.957884713,NA,NA
a - a,NA,-24.96737699,NA,1.957884713,NA,NA
a,46.295,44.77487851,NA,NA,NA,NA
a,0.981710073,0.990699405,NA,NA,NA,NA
a / a,NA,158.6340085,NA,NA,NA,NA
a / a,NA,0.023414609,NA,-0.011572063,-0.009858785,NA
a * a,NA,53.62529413,NA,30.52290314,NA,NA
a + a,NA,45.76116376,NA,NA,NA,NA
a - a,NA,43.78851131,NA,NA,NA,NA
a - a,NA,-43.78851131,NA,NA,NA,NA
a,0.365142715,0.361213565,NA,-0.031194583,NA,NA
a,2.25,2.188088074,NA,NA,NA,NA
a / a,NA,0.013287379,NA,NA,NA,NA
a / a,NA,-18.11142471,NA,9.00355929,NA,NA
a * a,NA,9.544455444,NA,NA,NA,NA
a + a,NA,2.547827684,NA,NA,NA,NA
a - a,NA,-1.789078034,NA,NA,NA,NA
a - a,NA,1.789078034,NA,NA,NA,NA
a,0.695,0.58710495,NA,NA,NA,NA
a,0.583333333,0.636424247,NA,NA,-0.198718453,0.097572872
a / a,NA,-0.623254051,NA,NA,0.466369287,-0.276793462
a / a,NA,0.05474828,NA,NA,NA,NA
a * a,NA,6.273625971,NA,NA,NA,NA
a + a,NA,1.195351103,NA,NA,NA,NA
a - a,NA,NA,NA,-0.62494692,NA,-0.632377125
a - a,NA,NA,NA,0.62494692,NA,0.632377125
a,2.515,2.175068275,NA,NA,NA,NA
a,3.25,3.262487151,NA,NA,NA,NA
a / a,NA,-1.495789563,NA,0.409884095,NA,NA
a / a,NA,0.122119079,NA,NA,NA,NA
a * a,NA,86.28195094,NA,13.98099612,NA,NA
a + a,NA,5.503537405,NA,NA,NA,NA
a - a,NA,-1.093799648,NA,NA,NA,NA
a - a,NA,1.093799648,NA,NA,NA,NA
a,3.113,3.008624711,NA,NA,NA,-0.292980271
a,16.6,16.60444084,NA,NA,NA,NA
a / a,NA,1.104068791,NA,NA,NA,0.931306059
a / a,NA,1.008046112,NA,-0.202044798,NA,NA
a * a,NA,281.3304833,NA,48.49679042,NA,NA
a + a,NA,19.66855405,NA,NA,NA,NA
a - a,NA,-13.58671964,NA,NA,NA,NA
a - a,NA,13.58671964,NA,NA,NA,NA
a,0.135,0.132381716,NA,NA,NA,NA
a,3.05,3.109392121,NA,NA,NA,NA
a / a,NA,-0.220646654,NA,0.109807756,NA,NA
a / a,NA,1.325267999,NA,NA,NA,NA
a * a,NA,7.182805533,NA,NA,NA,NA
a + a,NA,3.237730817,NA,NA,NA,NA
a - a,NA,-2.975305417,NA,NA,NA,NA
a - a,NA,2.975305417,NA,NA,NA,NA
a,8.95,7.552399491,NA,NA,NA,NA
a,0.77,0.768610638,NA,NA,NA,NA
a / a,NA,-2.998145279,NA,NA,NA,NA
a / a,NA,0.007788662,NA,NA,NA,NA
a * a,NA,56.40337124,NA,NA,NA,NA
a + a,NA,8.314323408,NA,NA,NA,NA
a - a,NA,6.790308981,NA,NA,NA,NA
a - a,NA,-6.790308981,NA,NA,NA,NA
a,7.485,7.779729164,NA,NA,NA,NA
a,1.45,1.473001852,NA,NA,NA,NA
a / a,NA,-2.307937631,NA,NA,NA,NA
a / a,NA,0.041545696,NA,-0.023365182,-0.034553966,NA
a * a,NA,37.40400734,NA,12.26869206,NA,NA
a + a,NA,9.246466859,NA,NA,NA,NA
a - a,NA,6.309206676,NA,NA,NA,NA
a - a,NA,-6.309206676,NA,NA,NA,NA
a,23.91,24.38493844,NA,NA,NA,NA
a,6.785,7.353968099,NA,NA,NA,NA
a / a,NA,0.377854913,NA,-0.116465463,NA,NA
a / a,NA,-0.207226538,NA,0.095185507,NA,NA
a * a,NA,1285.630924,NA,228.03402,NA,NA
a + a,NA,31.90978946,NA,NA,NA,NA
a - a,NA,16.83112329,NA,NA,NA,NA
a - a,NA,-16.83112329,NA,NA,NA,NA
a,6.3,6.145905814,NA,NA,-3.192356614,NA
a,3.05,3.086807879,NA,NA,NA,NA
a / a,NA,-3.048489349,NA,1.462231447,NA,NA
a / a,NA,0.062908621,NA,NA,NA,NA
a * a,NA,138.3422157,NA,14.59124911,NA,NA
a + a,NA,9.142172014,NA,NA,-2.434611848,NA
a - a,NA,3.114529496,NA,NA,-3.753835134,NA
a - a,NA,-3.114529496,NA,NA,3.753835134,NA
a,17.857145,18.08435248,NA,NA,NA,NA
a,23,21.30712998,NA,NA,4.239118011,NA
a / a,NA,0.072113527,NA,NA,NA,NA
a / a,NA,-0.238817174,NA,NA,0.150344832,NA
a * a,NA,1832.786577,NA,402.3801809,NA,NA
a + a,NA,39.70707743,NA,NA,NA,NA
a - a,NA,-3.323006437,NA,NA,-3.60626842,-0.430898012
a - a,NA,3.323006437,NA,NA,3.60626842,0.430898012
a,0.12,0.106373303,NA,NA,NA,NA
a,17.115,16.85814065,NA,NA,NA,NA
a / a,NA,-0.001286071,NA,NA,NA,NA
a / a,NA,5.274673102,NA,NA,NA,NA
a * a,NA,41.09618182,NA,-11.2879294,NA,-9.552780902
a + a,NA,16.98131156,NA,NA,NA,NA
a - a,NA,-16.7348881,NA,NA,NA,NA
a - a,NA,16.7348881,NA,NA,NA,NA
a,0.355,0.357856214,NA,NA,NA,NA
a,6.185,5.915225856,NA,3.002799514,NA,2.828115451
a / a,NA,0.004968905,NA,-0.000700618,NA,NA
a / a,NA,-83.18377129,NA,42.87471653,NA,NA
a * a,NA,25.50903789,NA,1.936819641,NA,NA
a + a,NA,6.274349216,NA,3.019587476,NA,2.846847828
a - a,NA,-5.556081609,NA,-2.984655451,NA,-2.808136243
a - a,NA,5.556081609,NA,2.984655451,NA,2.808136243
a,190.15,192.9995665,NA,NA,NA,NA
a,19.005,18.14404307,NA,NA,NA,NA
a / a,NA,2.5181276,NA,-0.821012827,NA,NA
a / a,NA,-0.175278073,NA,NA,NA,NA
a * a,NA,14371.0232,NA,2013.88153,NA,NA
a + a,NA,211.496076,NA,NA,NA,NA
a - a,NA,174.3923954,NA,NA,NA,NA
a - a,NA,-174.3923954,NA,NA,NA,NA
a,3.09,2.855319499,NA,NA,NA,NA
a,10.48,10.43065817,NA,NA,NA,NA
a / a,NA,-0.891635973,NA,NA,0.241418281,NA
a / a,NA,0.172161327,NA,NA,NA,NA
a * a,NA,625.4868871,NA,NA,NA,NA
a + a,NA,13.35828731,NA,NA,NA,NA
a - a,NA,-7.639179257,NA,NA,NA,NA
a - a,NA,7.639179257,NA,NA,NA,NA
a,0.08,0.069653872,NA,NA,NA,NA
a,4.58,3.886563773,NA,NA,NA,NA
a / a,NA,0.000511375,NA,NA,NA,NA
a / a,NA,-5.373300924,NA,NA,NA,NA
a * a,NA,5.976598472,NA,NA,NA,NA
a + a,NA,3.958908737,NA,NA,NA,NA
a - a,NA,-3.814281201,NA,NA,NA,NA
a - a,NA,3.814281201,NA,NA,NA,NA
a,34.06476191,33.25973445,NA,NA,NA,NA
a,1.85,2.125069672,NA,NA,NA,NA
a / a,NA,1.35793304,NA,NA,NA,NA
a / a,NA,-0.417970331,NA,NA,NA,NA
a * a,NA,818.3292244,NA,92.64559951,121.5812618,NA
a + a,NA,35.10373472,NA,NA,4.601565894,NA
a - a,NA,31.34078625,NA,NA,NA,NA
a - a,NA,-31.34078625,NA,NA,NA,NA
a,1.28,1.112306047,NA,NA,NA,NA
a,0.365,0.361871174,NA,NA,NA,NA
a / a,NA,-0.411290839,NA,NA,NA,NA
a / a,NA,0.009677643,NA,NA,NA,NA
a * a,NA,11.0317934,NA,NA,NA,NA
a + a,NA,1.484270234,NA,NA,NA,NA
a - a,NA,0.637943826,NA,NA,NA,NA
a - a,NA,-0.637943826,NA,NA,NA,NA
a,3.095,3.107404594,NA,NA,NA,NA
a,227.55,220.9254249,NA,NA,NA,NA
a / a,NA,0.002491931,NA,-0.000927667,NA,NA
a / a,NA,-24.97127465,NA,NA,NA,NA
a * a,NA,2218.56599,NA,653.1329287,NA,NA
a + a,NA,224.0141866,NA,NA,NA,NA
a - a,NA,-217.8366804,NA,NA,NA,NA
a - a,NA,217.8366804,NA,NA,NA,NA
a,26.65,26.81146961,NA,NA,-3.704688533,-2.799574268
a,25.285,24.74558929,NA,NA,NA,NA
a / a,NA,0.134512847,NA,NA,NA,NA
a / a,NA,-0.866064248,NA,0.29775576,NA,NA
a * a,NA,4528.89302,-1032.360032,NA,-484.6445244,NA
a + a,NA,51.00202664,NA,NA,NA,-3.50888532
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,0.0715,0.109242822,NA,NA,NA,NA
a,2.535,1.915311181,NA,NA,NA,NA
a / a,NA,NA,NA,NA,NA,NA
a / a,NA,NA,NA,0.851932984,NA,0.884772947
a * a,NA,6.631348656,NA,NA,NA,NA
a + a,NA,2.018366722,NA,NA,NA,NA
a - a,NA,-1.778457087,NA,NA,NA,NA
a - a,NA,1.778457087,NA,NA,NA,NA
a,0.081519778,0.08123822,NA,NA,NA,NA
a,0.0515,0.052867081,NA,NA,NA,NA
a / a,NA,0.078921859,NA,NA,NA,NA
a / a,NA,-7.837341738,NA,NA,NA,NA
a * a,NA,0.084526262,NA,NA,NA,NA
a + a,NA,0.135481333,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,8.15,8.372258069,NA,NA,NA,NA
a,8.65,8.614737011,NA,NA,NA,NA
a / a,NA,2.96688292,NA,-14.07975391,-27.82109727,-12.60437043
a / a,NA,0.390119042,NA,-0.175756244,-0.134727266,NA
a * a,NA,219.3896983,NA,66.90941652,NA,NA
a + a,NA,17.02568866,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,1.073,1.085382818,NA,NA,NA,NA
a,0.365142715,0.3742507,NA,0.028241464,NA,NA
a / a,NA,1.157003948,NA,-0.648794742,NA,NA
a / a,NA,NA,NA,NA,-1.505569062,-0.608790212
a * a,NA,1.066028768,NA,0.427772311,NA,NA
a + a,NA,1.460946107,NA,NA,NA,NA
a - a,NA,0.708052428,NA,NA,NA,NA
a - a,NA,-0.708052428,NA,NA,NA,NA
a,4.065,4.636641933,NA,NA,NA,NA
a,0.9375,0.933949511,NA,NA,NA,NA
a / a,NA,-70.60696057,NA,NA,NA,NA
a / a,NA,0.026034791,0.004086256,NA,NA,NA
a * a,NA,33.73554799,NA,5.342303968,NA,NA
a + a,NA,5.571830994,NA,NA,NA,NA
a - a,NA,3.70116402,NA,NA,NA,NA
a - a,NA,-3.70116402,NA,NA,NA,NA
a,2.8815,3.061428617,NA,NA,NA,NA
a,0.413,0.417282514,NA,NA,NA,NA
a / a,NA,NA,NA,NA,0.391180272,NA
a / a,NA,NA,NA,NA,-0.013943562,NA
a * a,NA,19.96414292,NA,NA,NA,NA
a + a,NA,3.517045867,NA,NA,NA,NA
a - a,NA,2.580569379,NA,NA,NA,NA
a - a,NA,-2.580569379,NA,NA,NA,NA
a,10.15,10.1957774,NA,NA,NA,NA
a,9.33,8.606792788,NA,NA,NA,NA
a / a,NA,0.088267235,NA,NA,NA,NA
a / a,NA,-0.120239563,NA,NA,NA,NA
a * a,NA,486.2288713,NA,86.66625209,NA,NA
a + a,NA,18.88301132,NA,NA,NA,NA
a - a,NA,1.559651874,NA,NA,NA,NA
a - a,NA,-1.559651874,NA,NA,NA,NA
a,1.35,1.372699717,NA,NA,NA,-0.071328453
a,0.068,0.065213194,NA,0.005583163,NA,NA
a / a,NA,3.456577906,NA,-0.937256437,NA,-0.688631055
a / a,NA,-0.085348233,NA,0.052394146,0.060912159,NA
a * a,NA,0.481636057,NA,0.076572435,NA,NA
a + a,NA,1.438219465,NA,NA,NA,-0.063062147
a - a,NA,1.307177215,NA,NA,NA,-0.074124107
a - a,NA,-1.307177215,NA,NA,NA,0.074124107
a,8.66,8.561226857,NA,NA,NA,NA
a,24.1,21.45573025,NA,NA,NA,NA
a / a,NA,0.033672081,NA,NA,NA,NA
a / a,NA,-1.892476606,NA,NA,NA,NA
a * a,NA,1940.831303,NA,NA,NA,NA
a + a,NA,30.20567707,NA,NA,NA,NA
a - a,NA,-12.71797798,NA,NA,NA,NA
a - a,NA,12.71797798,NA,NA,NA,NA
a,0.455,0.457892524,NA,NA,NA,NA
a,0.4,NA,NA,NA,NA,NA
a / a,NA,0.011916143,NA,NA,NA,NA
a / a,NA,-6.19386145,NA,NA,NA,NA
a * a,NA,16.97472225,NA,NA,NA,NA
a + a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,1.243,1.05949803,NA,NA,NA,NA
a,10.685,10.11873183,NA,NA,NA,NA
a / a,NA,-0.029948839,NA,NA,NA,NA
a / a,NA,0.576829216,NA,NA,NA,NA
a * a,NA,138.2987788,NA,NA,NA,NA
a + a,NA,11.18786464,NA,NA,NA,NA
a - a,NA,-9.03071203,NA,NA,NA,NA
a - a,NA,9.03071203,NA,NA,NA,NA
a,24.01,24.27266331,NA,NA,NA,NA
a,1.625,1.458473014,NA,NA,NA,NA
a / a,NA,1.688324142,NA,-0.332768673,NA,NA
a / a,NA,-0.092357118,NA,0.042661776,NA,NA
a * a,NA,325.3549939,NA,36.35654916,NA,NA
a + a,NA,25.7270617,NA,NA,NA,NA
a - a,NA,22.8063329,NA,NA,NA,NA
a - a,NA,-22.8063329,NA,NA,NA,NA
a,0.0485,0.066100887,NA,NA,NA,NA
a,2.5,3.237767152,NA,NA,NA,NA
a / a,NA,0.00025512,NA,NA,NA,NA
a / a,NA,-5.112905689,NA,NA,NA,NA
a * a,NA,11.88125576,NA,NA,NA,NA
a + a,NA,3.307447871,NA,NA,NA,NA
a - a,NA,-3.167864058,NA,NA,NA,NA
a - a,NA,3.167864058,NA,NA,NA,NA
a,8.8,7.880310028,NA,NA,2.856634255,NA
a,48.5,42.7173189,NA,NA,NA,NA
a / a,NA,0.020278171,NA,NA,NA,NA
a / a,NA,-2.547078893,NA,NA,NA,NA
a * a,NA,2621.07447,NA,NA,NA,NA
a + a,NA,50.87897209,NA,NA,NA,NA
a - a,NA,-34.56320986,NA,NA,NA,NA
a - a,NA,34.56320986,NA,NA,NA,NA
a,2.545,2.380102658,NA,NA,NA,NA
a,9.45,9.988447637,NA,NA,NA,NA
a / a,NA,-0.064623243,NA,NA,NA,NA
a / a,NA,0.148428013,NA,NA,NA,NA
a * a,NA,598.9656173,NA,NA,NA,NA
a + a,NA,12.46229058,NA,NA,NA,NA
a - a,NA,-7.606366253,NA,NA,NA,NA
a - a,NA,7.606366253,NA,NA,NA,NA
a,0.1185,0.089502649,NA,NA,NA,-0.110377679
a,6.4,6.494689243,NA,NA,NA,NA
a / a,NA,-0.24087384,NA,NA,NA,NA
a / a,NA,2.160318486,0.133080862,NA,NA,NA
a * a,NA,19.67039047,-2.333429534,NA,NA,NA
a + a,NA,6.601812329,-0.239368389,NA,NA,NA
a - a,NA,-6.394821004,NA,NA,NA,NA
a - a,NA,6.394821004,NA,NA,NA,NA
a,45.15,46.3797342,NA,NA,NA,NA
a,0.3451287,0.338928449,NA,NA,NA,NA
a / a,NA,-502.3967053,NA,392.2577405,578.7130137,NA
a / a,NA,0.00132143,NA,-0.000282138,NA,NA
a * a,NA,80.85258649,NA,18.13436263,NA,NA
a + a,NA,46.71620743,NA,NA,NA,NA
a - a,NA,46.04320936,NA,NA,NA,NA
a - a,NA,-46.04320936,NA,NA,NA,NA
a,1.78125,1.820348114,NA,-0.147867792,0.588482774,NA
a,0.1435,0.145740658,NA,NA,NA,NA
a / a,NA,-4.208720711,NA,NA,NA,NA
a / a,NA,0.009049353,NA,NA,NA,NA
a * a,NA,1.569172799,NA,NA,NA,NA
a + a,NA,1.971233045,NA,-0.181599963,0.562356427,NA
a - a,NA,1.669575326,0.141306704,NA,0.614804005,NA
a - a,NA,-1.669575326,-0.141306704,NA,-0.614804005,NA
a,0.413,0.420980267,NA,NA,NA,NA
a,4.26,4.342525704,NA,NA,NA,NA
a / a,NA,-0.446899667,NA,NA,NA,NA
a / a,NA,1.130387445,0.094042764,NA,NA,NA
a * a,NA,16.67975871,-1.254721111,NA,NA,NA
a + a,NA,4.736809234,NA,NA,NA,NA
a - a,NA,-3.942467521,NA,NA,NA,NA
a - a,NA,3.942467521,NA,NA,NA,NA
a,8.95,8.109856226,NA,NA,NA,NA
a,0.0425,0.033047347,NA,NA,NA,NA
a / a,NA,6.805493717,NA,NA,NA,NA
a / a,NA,-0.002488205,NA,NA,NA,NA
a * a,NA,9.448626,NA,NA,NA,NA
a + a,NA,8.155757724,NA,NA,NA,NA
a - a,NA,8.063350626,NA,NA,NA,NA
a - a,NA,-8.063350626,NA,NA,NA,NA
a,11.35,12.17861756,NA,NA,NA,NA
a,0.0425,0.028561668,NA,NA,NA,NA
a / a,NA,11.02696863,NA,NA,NA,NA
a / a,NA,-0.003796334,NA,0.000972453,NA,NA
a * a,NA,13.43849157,NA,NA,NA,NA
a + a,NA,12.21652285,NA,NA,NA,NA
a - a,NA,12.14097422,NA,NA,NA,NA
a - a,NA,-12.14097422,NA,NA,NA,NA
a,102.375,118.1882461,NA,NA,-42.99712539,NA
a,0.036666667,0.095855035,NA,NA,NA,NA
a / a,NA,46.55922656,NA,NA,NA,NA
a / a,NA,-0.000851989,NA,NA,NA,NA
a * a,NA,289.1125237,NA,NA,-113.2534338,NA
a + a,NA,118.3216877,NA,NA,-43.29399777,NA
a - a,NA,118.0544343,NA,NA,-42.69734162,NA
a - a,NA,-118.0544343,NA,NA,42.69734162,NA
a,15.033,16.19769109,NA,NA,-6.16228392,NA
a,1.14,1.216788381,NA,NA,NA,NA
a / a,NA,-1.383753161,NA,NA,NA,NA
a / a,NA,0.00368115,NA,NA,NA,NA
a * a,NA,245.3063354,NA,NA,NA,NA
a + a,NA,17.5267515,NA,NA,-6.843658038,NA
a - a,NA,14.85174989,NA,NA,-5.389155823,NA
a - a,NA,-14.85174989,NA,NA,5.389155823,NA
a,42.5,46.33971634,NA,NA,NA,NA
a,7.8,7.917093438,NA,NA,NA,NA
a / a,NA,0.311473711,NA,NA,NA,NA
a / a,NA,-0.025638912,NA,NA,NA,NA
a * a,NA,3865.505745,NA,284.1631065,NA,NA
a + a,NA,54.02624647,NA,NA,NA,NA
a - a,NA,38.6278717,NA,NA,NA,NA
a - a,NA,-38.6278717,NA,NA,NA,NA
a,0.264,0.258672412,NA,NA,NA,NA
a,1.215,1.228167423,NA,NA,NA,NA
a / a,NA,0.01036609,NA,NA,NA,NA
a / a,NA,-21.25609255,NA,10.94516125,NA,NA
a * a,NA,6.379161197,NA,NA,NA,NA
a + a,NA,1.487669551,NA,NA,NA,NA
a - a,NA,-0.956820757,NA,NA,NA,NA
a - a,NA,0.956820757,NA,NA,NA,NA
a,0.63,0.551702663,NA,NA,NA,NA
a,15.075,15.08984036,NA,NA,NA,NA
a / a,NA,-0.409283619,NA,NA,NA,NA
a / a,NA,1.623005092,NA,NA,NA,NA
a * a,NA,142.9588684,-7.288571346,NA,NA,NA
a + a,NA,15.68923272,NA,NA,NA,NA
a - a,NA,-14.51391394,NA,NA,NA,NA
a - a,NA,14.51391394,NA,NA,NA,NA
a,1.875,1.914648826,NA,NA,NA,NA
a,8.60665,8.538212707,NA,NA,NA,NA
a / a,NA,-1.132086332,NA,NA,NA,NA
a / a,NA,0.586433165,NA,-0.060723563,NA,NA
a * a,NA,124.2757809,NA,19.03507786,NA,NA
a + a,NA,10.43165274,NA,NA,NA,NA
a - a,NA,-6.57311835,NA,NA,NA,NA
a - a,NA,6.57311835,NA,NA,NA,NA
a,7.225,7.332411881,NA,NA,NA,NA
a,1.12,1.138546196,NA,NA,NA,NA
a / a,NA,-1.533150963,NA,0.528469036,NA,NA
a / a,NA,0.015429672,NA,NA,NA,NA
a * a,NA,35.74371604,NA,8.299002242,NA,NA
a + a,NA,8.491891371,NA,NA,NA,NA
a - a,NA,6.174551417,NA,NA,NA,NA
a - a,NA,-6.174551417,NA,NA,NA,NA
a,0.05625,0.054773595,NA,NA,NA,NA
a,1.365,1.144598297,NA,NA,NA,NA
a / a,NA,NA,NA,NA,NA,NA
a / a,NA,-0.39791361,NA,NA,NA,NA
a * a,NA,1.080335367,NA,NA,NA,NA
a + a,NA,1.200121318,NA,NA,NA,NA
a - a,NA,-1.089032509,NA,NA,NA,NA
a - a,NA,1.089032509,NA,NA,NA,NA
a,5.225,5.102821611,NA,NA,NA,NA
a,0.581,0.476360422,NA,NA,NA,NA
a / a,NA,0.426098851,NA,NA,NA,NA
a / a,NA,-0.118855925,NA,NA,NA,NA
a * a,NA,57.84188401,NA,NA,NA,NA
a + a,NA,5.578407747,NA,NA,NA,NA
a - a,NA,4.573042178,NA,NA,NA,NA
a - a,NA,-4.573042178,NA,NA,NA,NA
a,76.5,76.14584246,NA,NA,NA,NA
a,32.9,33.81439398,NA,NA,NA,NA
a / a,NA,1.13073569,NA,-0.477370503,-0.465606221,NA
a / a,NA,0.892752588,NA,NA,54.86321132,NA
a * a,NA,6477.898082,NA,2340.725533,NA,NA
a + a,NA,109.9155433,NA,NA,NA,NA
a - a,NA,42.19957725,NA,NA,NA,NA
a - a,NA,-42.19957725,NA,NA,NA,NA
a,336.5,404.8760776,NA,NA,NA,NA
a,63.445,61.6371244,NA,NA,NA,NA
a / a,NA,-5.201302365,NA,1.637794917,NA,NA
a / a,NA,0.013204012,NA,NA,NA,NA
a * a,NA,255157.3933,NA,NA,NA,NA
a + a,NA,465.7556996,NA,NA,NA,NA
a - a,NA,343.8527948,NA,NA,NA,NA
a - a,NA,-343.8527948,NA,NA,NA,NA
a,1.5,NA,NA,NA,NA,NA
a,2.07,2.001014962,NA,NA,NA,NA
a / a,NA,-0.356883957,NA,NA,NA,NA
a / a,NA,0.043219843,NA,NA,NA,NA
a * a,NA,88.7218335,NA,NA,NA,NA
a + a,NA,3.318580044,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a - a,NA,NA,NA,NA,NA,NA
a,1.9845,1.923817295,NA,NA,0.348571344,NA
a,1.6,2.510059104,NA,NA,-3.499594514,NA
a / a,NA,0.036649146,NA,-0.00466734,0.017525537,NA
a / a,NA,-5.662835691,NA,2.540292157,NA,NA
a * a,NA,99.45942037,NA,NA,NA,NA
a + a,NA,4.244146041,NA,NA,NA,NA
a - a,NA,NA,NA,NA,3.25417488,NA
a - a,NA,NA,NA,NA,-3.25417488,NA
a,39.5,42.23515197,NA,NA,NA,NA
a,1.72,1.720213568,NA,NA,NA,NA
a / a,NA,-15.56567221,NA,6.069170599,4.984651902,NA
a / a,NA,0.004538785,NA,NA,NA,NA
a * a,NA,517.0569603,NA,NA,NA,NA
a + a,NA,43.9613476,NA,NA,NA,NA
a - a,NA,40.50864323,NA,NA,NA,NA
a - a,NA,-40.50864323,NA,NA,NA,NA
a,0.237,NA,NA,NA,NA,NA
a,136.9,144.6485426,NA,NA,NA,NA
a / a,NA,-0.020562862,NA,0.00877023,NA,NA
a / a,NA,7.368847475,NA,NA,NA,NA
a * a,NA,2791.579365,NA,NA,NA,NA
a + a,NA,144.7689626,NA,NA,NA,NA
a - a,NA,-144.5168291,NA,NA,NA,NA
a - a,NA,144.5168291,NA,NA,NA,NA
a,16.86,17.36301816,NA,NA,NA,NA
a,18.6,18.05129064,NA,NA,NA,NA
a / a,NA,0.168635951,0.038880329,NA,NA,NA
a / a,NA,-2.286794038,NA,1.499715164,2.272091965,NA
