trait,beta,Aa,Ad,AaAa,AaAd,AdAd
AaAa - Ad,NA,NA,-41.98491317,24.12168173,NA,NA
Ad,0.136,NA,0.085764229,-0.049371464,NA,NA
AaAa,3.2,NA,NA,3.197580445,NA,NA
Ad / AaAa,NA,NA,0.120692149,NA,NA,NA
AaAa / Ad,NA,NA,NA,12.35207006,NA,NA
Ad * AaAa,NA,NA,NA,0.444878967,NA,NA
Ad + AaAa,NA,NA,NA,3.080757487,NA,NA
Ad - AaAa,NA,NA,NA,-3.313386357,NA,NA
AaAa - Ad,NA,NA,NA,3.313386357,NA,NA
Ad,26.6,NA,26.95861462,NA,NA,NA
AaAd,11.834,NA,NA,NA,12.70871918,NA
Ad / AaAd,NA,NA,1.35938115,NA,-1.326825691,NA
AaAd / Ad,NA,NA,-0.19561886,NA,NA,NA
Ad * AaAd,NA,NA,297.6544837,NA,NA,NA
Ad + AaAd,NA,NA,22.36721024,NA,NA,NA
Ad - AaAd,NA,NA,18.23253161,NA,-14.75136591,NA
AaAd - Ad,NA,NA,-18.23253161,NA,14.75136591,NA
Ad,97,NA,93.33746283,NA,NA,NA
AaAd,77.8,-2.562414681,NA,NA,87.12409098,NA
Ad / AaAd,NA,NA,NA,NA,-2.665526685,NA
AaAd / Ad,NA,NA,-0.079058227,NA,0.268048653,NA
Ad * AaAd,NA,NA,8238.243106,NA,23401.57946,NA
Ad + AaAd,NA,NA,99.04646705,NA,98.06191684,NA
Ad - AaAd,NA,NA,73.04966427,NA,NA,NA
AaAd - Ad,NA,NA,-73.04966427,NA,NA,NA
Ad,5.24,NA,4.459708385,NA,NA,NA
AdAd,7.4,NA,NA,NA,NA,5.519483405
Ad / AdAd,NA,NA,NA,-0.061697232,NA,-0.072531025
AdAd / Ad,NA,NA,NA,0.033394305,NA,0.038688241
Ad * AdAd,NA,NA,NA,NA,NA,537.82875
Ad + AdAd,NA,NA,NA,NA,NA,9.015024057
Ad - AdAd,NA,NA,NA,-2.153041234,NA,-2.298801144
AdAd - Ad,NA,NA,NA,2.153041234,NA,2.298801144
Ad,3.54,NA,3.55021407,NA,NA,NA
AaAd,0.192,NA,NA,NA,0.165123588,NA
Ad / AaAd,NA,NA,3.69809058,NA,NA,NA
AaAd / Ad,NA,NA,NA,0.278030852,0.034952339,NA
Ad * AaAd,NA,NA,3.417154982,NA,NA,NA
Ad + AaAd,NA,NA,3.5762648,NA,NA,NA
Ad - AaAd,NA,NA,3.52111044,NA,NA,NA
AaAd - Ad,NA,NA,-3.52111044,NA,NA,NA
Ad,2.77,0.179280564,2.886365744,NA,NA,NA
AdAd,0.177960129,NA,NA,NA,NA,0.166824889
Ad / AdAd,NA,NA,-50.59733357,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,0.016853375
Ad * AdAd,NA,NA,NA,NA,NA,1.551651642
Ad + AdAd,NA,0.18643271,3.046038457,NA,NA,NA
Ad - AdAd,NA,0.123322555,2.737373443,NA,NA,NA
AdAd - Ad,NA,-0.123322555,-2.737373443,NA,NA,NA
Ad,1.09,-0.023745038,1.176488403,NA,NA,NA
AdAd,0.097,NA,NA,NA,NA,0.074562996
Ad / AdAd,NA,-0.068171419,NA,-0.491218864,NA,NA
AdAd / Ad,NA,0.018381522,NA,0.198400063,NA,NA
Ad * AdAd,NA,NA,0.963691984,NA,NA,0.52313023
Ad + AdAd,NA,NA,0.90014597,NA,NA,NA
Ad - AdAd,NA,NA,1.082004011,NA,NA,NA
AdAd - Ad,NA,NA,-1.082004011,NA,NA,NA
Ad,0.82,NA,0.789092034,NA,NA,NA
AaAd,20.4,NA,NA,NA,20.78989324,NA
Ad / AaAd,NA,NA,NA,NA,-0.327886097,NA
AaAd / Ad,NA,NA,NA,7.074588472,19.98358884,NA
Ad * AaAd,NA,NA,6.64578789,NA,21.50229245,NA
Ad + AaAd,NA,NA,NA,NA,20.79560011,0.512809991
Ad - AaAd,NA,NA,NA,-0.61682973,-20.85224819,NA
AaAd - Ad,NA,NA,NA,0.61682973,20.85224819,NA
Ad,2.98,NA,2.445492506,NA,NA,NA
AaAa,29.3,NA,NA,26.57362208,NA,NA
Ad / AaAa,NA,NA,0.042735607,NA,NA,NA
AaAa / Ad,NA,NA,NA,9.114558877,NA,NA
Ad * AaAa,NA,NA,NA,NA,NA,NA
Ad + AaAa,NA,NA,NA,25.69761066,NA,NA
Ad - AaAa,NA,NA,NA,-27.55041077,NA,NA
AaAa - Ad,NA,NA,NA,27.55041077,NA,NA
Ad,53.5,NA,35.53850742,-12.097808,-9.685184839,NA
AdAd,6.5,NA,NA,NA,NA,6.501856799
Ad / AdAd,NA,NA,NA,-2.556020308,NA,-2.739709931
AdAd / Ad,NA,NA,NA,0.028231123,NA,0.029874045
Ad * AdAd,NA,NA,NA,NA,NA,1056.570389
Ad + AdAd,NA,NA,59.83224391,NA,-10.16780065,NA
Ad - AdAd,NA,NA,42.4909447,NA,NA,NA
AdAd - Ad,NA,NA,-42.4909447,NA,NA,NA
Ad,0.051205249,NA,0.046930775,NA,NA,NA
AaAd,0.5,NA,NA,NA,0.586149485,NA
Ad / AaAd,NA,NA,-0.021877231,NA,NA,NA
AaAd / Ad,NA,NA,NA,-16.58008677,NA,NA
Ad * AaAd,NA,NA,-0.069334453,NA,NA,NA
Ad + AaAd,NA,NA,0.077549708,NA,0.583171555,NA
Ad - AaAd,NA,NA,NA,NA,-0.590501282,NA
AaAd - Ad,NA,NA,NA,NA,0.590501282,NA
Ad,0.228,NA,0.276276496,NA,NA,NA
AaAd,8.6,NA,NA,NA,8.396446448,-0.202568548
Ad / AaAd,NA,NA,NA,-0.063348486,-0.357281565,NA
AaAd / Ad,NA,NA,-1.459178159,NA,7.687722071,NA
Ad * AaAd,NA,NA,0.958760896,NA,9.23287619,NA
Ad + AaAd,NA,NA,NA,NA,8.423162041,NA
Ad - AaAd,NA,NA,NA,NA,-8.420502871,NA
AaAd - Ad,NA,NA,NA,NA,8.420502871,NA
Ad,23.1,NA,14.44587276,NA,NA,NA
AaAd,134,NA,NA,NA,133.0646458,NA
Ad / AaAd,NA,NA,NA,-0.082257752,-1.198617933,NA
AaAd / Ad,NA,NA,-0.06712103,NA,0.797529713,NA
Ad * AaAd,NA,NA,NA,NA,21297.47122,NA
Ad + AaAd,NA,NA,NA,NA,115.4913027,NA
Ad - AaAd,NA,NA,18.67133026,NA,-136.8877538,NA
AaAd - Ad,NA,NA,-18.67133026,NA,136.8877538,NA
Ad,48,NA,47.93150217,NA,NA,NA
AaAd,53.6,NA,NA,NA,45.30585106,NA
Ad / AaAd,NA,NA,0.454594369,NA,-0.178077007,NA
AaAd / Ad,NA,NA,NA,2.033790392,0.874640376,NA
Ad * AaAd,NA,NA,4760.424271,NA,1868.201755,NA
Ad + AaAd,NA,NA,41.26328936,NA,32.38291439,NA
Ad - AaAd,NA,NA,39.49125661,NA,-39.87947009,NA
AaAd - Ad,NA,NA,-39.49125661,NA,39.87947009,NA
Ad,83124.84375,NA,78917.62019,NA,NA,NA
AdAd,25.99975,NA,NA,NA,NA,26.15083416
Ad / AdAd,NA,NA,NA,-1110.688724,121.8153279,NA
AdAd / Ad,NA,NA,NA,0.002067811,-6.71E-05,0.001382384
Ad * AdAd,NA,NA,3890917.604,NA,NA,2801273.217
Ad + AdAd,NA,NA,78838.02117,NA,NA,NA
Ad - AdAd,NA,NA,78994.71046,NA,NA,NA
AdAd - Ad,NA,NA,-78994.71046,NA,NA,NA
Ad,2.025127463,NA,2.026857143,NA,NA,NA
AaAd,16,NA,NA,NA,9.902333254,NA
Ad / AaAd,NA,NA,0.042475531,NA,NA,NA
AaAd / Ad,NA,NA,NA,-268.3019761,NA,-221.0122903
Ad * AaAd,NA,NA,97.79788112,NA,NA,NA
Ad + AaAd,NA,NA,2.061662202,NA,9.916802585,NA
Ad - AaAd,NA,NA,NA,-0.80351244,-9.852826098,NA
AaAd - Ad,NA,NA,NA,0.80351244,9.852826098,NA
Ad,1.533,NA,1.254342204,NA,NA,NA
AaAa,12.24,NA,-7.96288271,6.169097137,NA,NA
Ad / AaAa,NA,NA,0.064571188,NA,NA,NA
AaAa / Ad,NA,NA,-1.073621383,NA,NA,NA
Ad * AaAa,NA,NA,NA,NA,NA,NA
Ad + AaAa,NA,NA,NA,6.388808719,NA,NA
Ad - AaAa,NA,NA,10.51978016,-6.044605338,NA,NA
AaAa - Ad,NA,NA,-10.51978016,6.044605338,NA,NA
Ad,19.406,NA,13.39772844,-4.559238275,NA,NA
AaAa,20.7,NA,NA,21.27477595,NA,NA
Ad / AaAa,NA,NA,1.218583018,NA,-0.062423306,NA
AaAa / Ad,NA,NA,NA,1.239957865,NA,NA
Ad * AaAa,NA,NA,NA,NA,106.8510272,NA
Ad + AaAa,NA,NA,NA,7.292443078,NA,NA
Ad - AaAa,NA,NA,26.94220176,-18.46761554,NA,NA
AaAa - Ad,NA,NA,-26.94220176,18.46761554,NA,NA
Ad,16.89,NA,11.56871693,NA,NA,NA
AdAd,10.6,NA,NA,NA,-0.927377371,11.2501947
Ad / AdAd,NA,NA,NA,-0.467368987,NA,-0.479471012
AdAd / Ad,NA,NA,NA,0.180948273,NA,0.183029186
Ad * AdAd,NA,NA,NA,NA,NA,385.3058721
Ad + AdAd,NA,NA,18.57711226,NA,NA,9.703569938
Ad - AdAd,NA,NA,NA,-7.07728203,1.108228125,-5.383155732
AdAd - Ad,NA,NA,NA,7.07728203,-1.108228125,5.383155732
Ad,0.7,NA,0.679203998,NA,NA,NA
AaAa,8.7,NA,NA,6.401249914,NA,NA
Ad / AaAa,NA,NA,0.073897202,-0.029523012,NA,NA
AaAa / Ad,NA,NA,NA,8.778742746,NA,NA
Ad * AaAa,NA,NA,NA,5.154338379,NA,4.442698959
Ad + AaAa,NA,NA,NA,6.285255885,NA,NA
Ad - AaAa,NA,NA,NA,-7.084184678,NA,NA
AaAa - Ad,NA,NA,NA,7.084184678,NA,NA
Ad,9.3,NA,9.021616105,NA,NA,NA
AdAd,25.56,NA,NA,NA,NA,25.76277498
Ad / AdAd,NA,NA,NA,NA,NA,-0.52667282
AdAd / Ad,NA,NA,NA,NA,NA,0.503114286
Ad * AdAd,NA,NA,NA,NA,NA,926.1999432
Ad + AdAd,NA,NA,NA,NA,NA,17.65253599
Ad - AdAd,NA,NA,NA,NA,NA,-16.49525743
AdAd - Ad,NA,NA,NA,NA,NA,16.49525743
Ad,11.2,NA,6.070791061,NA,NA,NA
AaAd,160.6,NA,NA,NA,159.6649094,NA
Ad / AaAd,NA,NA,NA,NA,-1.360886222,NA
AaAd / Ad,NA,NA,NA,0.152347707,2.584985819,NA
Ad * AaAd,NA,NA,NA,NA,10028.35134,491.9647993
Ad + AaAd,NA,NA,NA,NA,166.1249312,11.67292218
Ad - AaAd,NA,NA,12.27784179,NA,-154.9329662,NA
AaAd - Ad,NA,NA,-12.27784179,NA,154.9329662,NA
Ad,2.25,NA,NA,NA,NA,NA
AaAd,71.4,NA,NA,NA,69.50420782,0.198256778
Ad / AaAd,NA,NA,0.028009615,NA,-0.073471549,NA
AaAd / Ad,NA,-0.304055998,-2.991820208,NA,8.267119798,NA
Ad * AaAd,NA,NA,138.2137254,NA,644.1520317,NA
Ad + AaAd,NA,NA,NA,NA,69.93614626,2.568782456
Ad - AaAd,NA,NA,1.696445784,NA,-68.96278716,NA
AaAd - Ad,NA,NA,-1.696445784,NA,68.96278716,NA
Ad,38.92,NA,38.39589604,NA,NA,NA
AaAd,20.2,NA,NA,NA,23.64004809,NA
Ad / AaAd,NA,NA,0.884387054,NA,-1.070106089,NA
AaAd / Ad,NA,NA,-0.163513772,NA,0.238373442,NA
Ad * AaAd,NA,NA,1658.826123,NA,1837.421261,NA
Ad + AaAd,NA,NA,37.96126374,NA,22.27828412,NA
Ad - AaAd,NA,NA,38.60576188,NA,-25.04763385,NA
AaAd - Ad,NA,NA,-38.60576188,NA,25.04763385,NA
Ad,0.5075,NA,0.508498243,NA,NA,NA
AaAa,23,NA,NA,16.20398535,NA,NA
Ad / AaAa,NA,NA,0.004204484,NA,NA,NA
AaAa / Ad,NA,NA,NA,163.2306967,NA,NA
Ad * AaAa,NA,NA,58.90869389,NA,NA,NA
Ad + AaAa,NA,NA,NA,15.98594784,NA,NA
Ad - AaAa,NA,NA,NA,-16.41130222,NA,NA
AaAa - Ad,NA,NA,NA,16.41130222,NA,NA
Ad,32.35275,NA,31.33404913,NA,NA,NA
AdAd,0.82,NA,NA,NA,NA,0.748467302
Ad / AdAd,NA,NA,NA,-3.991632024,NA,NA
AdAd / Ad,NA,NA,NA,0.073029167,NA,NA
Ad * AdAd,NA,NA,142.7627147,NA,NA,NA
Ad + AdAd,NA,NA,32.08247486,NA,NA,NA
Ad - AdAd,NA,NA,30.56131485,NA,NA,NA
AdAd - Ad,NA,NA,-30.56131485,NA,NA,NA
Ad,6.7,NA,7.758763263,NA,NA,NA
AaAd,5.86628,NA,NA,NA,5.865465493,NA
Ad / AaAd,NA,NA,NA,NA,90.87728738,NA
AaAd / Ad,NA,NA,NA,0.000575352,0.135079665,NA
Ad * AaAd,NA,NA,NA,-1.661996276,256.038536,NA
Ad + AaAd,NA,NA,7.756703632,NA,7.194697865,NA
Ad - AaAd,NA,NA,7.095322324,NA,NA,NA
AaAd - Ad,NA,NA,-7.095322324,NA,NA,NA
Ad,52.14285,-0.683194406,51.87348059,NA,NA,NA
AaAa,31.64,NA,NA,27.10742895,NA,NA
Ad / AaAa,NA,NA,0.890267643,NA,NA,NA
AaAa / Ad,NA,NA,NA,1.189933157,NA,NA
Ad * AaAa,NA,NA,2129.230557,NA,NA,NA
Ad + AaAa,NA,NA,NA,NA,-7.674595544,18.8720322
Ad - AaAa,NA,NA,74.0423987,NA,NA,NA
AaAa - Ad,NA,NA,-74.0423987,NA,NA,NA
Ad,0.236,NA,NA,NA,NA,0.180566676
AdAd,0.32,NA,NA,NA,NA,0.361036278
Ad / AdAd,NA,NA,-0.149366439,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,0.065007571
Ad * AdAd,NA,NA,NA,NA,NA,1.109773406
Ad + AdAd,NA,NA,NA,NA,NA,0.559192307
Ad - AdAd,NA,NA,NA,NA,NA,NA
AdAd - Ad,NA,NA,NA,NA,NA,NA
Ad,9.13,NA,7.16275923,NA,0.200662752,NA
AaAd,31,NA,NA,NA,30.16506827,NA
Ad / AaAd,NA,NA,NA,-0.267856625,-0.603419293,NA
AaAd / Ad,NA,NA,NA,2.847443928,2.93879542,NA
Ad * AaAd,NA,NA,228.9643352,NA,314.3411969,NA
Ad + AaAd,NA,NA,9.80441732,NA,30.60986469,NA
Ad - AaAd,NA,NA,9.191287467,NA,-29.81653523,NA
AaAd - Ad,NA,NA,-9.191287467,NA,29.81653523,NA
Ad,0.328,NA,0.31493718,NA,NA,NA
AdAd,35.67,NA,NA,NA,NA,36.48323583
Ad / AdAd,NA,NA,NA,-0.001824309,NA,NA
AdAd / Ad,NA,NA,NA,57.83117353,NA,NA
Ad * AdAd,NA,NA,30.64788894,NA,NA,22.32398787
Ad + AdAd,NA,NA,NA,NA,NA,36.78763477
Ad - AdAd,NA,NA,NA,NA,NA,-36.17845733
AdAd - Ad,NA,NA,NA,NA,NA,36.17845733
Ad,11.3,NA,10.79063653,NA,NA,NA
AaAa,0.5,NA,NA,0.447627462,NA,NA
Ad / AaAa,NA,NA,4.409247699,NA,NA,NA
AaAa / Ad,NA,NA,NA,0.013146792,NA,NA
Ad * AaAa,NA,NA,NA,NA,NA,29.67809031
Ad + AaAa,NA,NA,7.885854906,NA,NA,NA
Ad - AaAa,NA,NA,12.97685308,NA,NA,NA
AaAa - Ad,NA,NA,-12.97685308,NA,NA,NA
Ad,0.085,NA,NA,-0.03146798,NA,NA
AdAd,4.15,NA,NA,NA,NA,3.268419037
Ad / AdAd,NA,NA,NA,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,NA
Ad * AdAd,NA,NA,NA,NA,NA,4.50382144
Ad + AdAd,NA,NA,NA,NA,NA,3.307845709
Ad - AdAd,NA,NA,NA,NA,NA,-3.198241496
AdAd - Ad,NA,NA,NA,NA,NA,3.198241496
Ad,1.166666666,NA,1.099043268,NA,NA,NA
AaAd,19.8,NA,NA,NA,19.50711687,NA
Ad / AaAd,NA,NA,0.039233326,NA,-0.080541078,NA
AaAd / Ad,NA,NA,-3.429048724,NA,7.138386319,NA
Ad * AaAd,NA,2.569820192,33.02860533,NA,51.17032819,NA
Ad + AaAd,NA,NA,NA,NA,20.1236529,NA
Ad - AaAd,NA,NA,NA,NA,-20.45587451,NA
AaAd - Ad,NA,NA,NA,NA,20.45587451,NA
Ad,0.371283169,NA,0.344752142,NA,NA,NA
AdAd,4.08,NA,NA,NA,NA,NA
Ad / AdAd,NA,NA,0.00281353,NA,NA,NA
AdAd / Ad,NA,NA,NA,114.726937,NA,NA
Ad * AdAd,NA,NA,42.53170679,NA,NA,NA
Ad + AdAd,NA,NA,NA,NA,NA,NA
Ad - AdAd,NA,NA,NA,NA,NA,NA
AdAd - Ad,NA,NA,NA,NA,NA,NA
Ad,0.02,NA,NA,NA,NA,0.273924764
AaAa,21.5,NA,NA,22.35710644,NA,NA
Ad / AaAa,NA,NA,0.460320882,NA,NA,NA
AaAa / Ad,NA,-0.027530676,NA,1.153683696,NA,NA
Ad * AaAa,NA,NA,NA,422.8961417,NA,NA
Ad + AaAa,NA,NA,NA,21.632592,NA,NA
Ad - AaAa,NA,0.474045076,NA,-22.34802525,NA,NA
AaAa - Ad,NA,-0.474045076,NA,22.34802525,NA,NA
Ad,8.03,NA,6.001470331,NA,NA,NA
AdAd,5.2,-0.585541117,NA,NA,NA,2.779121319
Ad / AdAd,NA,NA,NA,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,NA
Ad * AdAd,NA,NA,222.8147331,NA,NA,NA
Ad + AdAd,NA,NA,11.87555037,NA,NA,NA
Ad - AdAd,NA,NA,NA,-2.453800512,NA,NA
AdAd - Ad,NA,NA,NA,2.453800512,NA,NA
Ad,540,NA,557.1713105,NA,NA,NA
AaAa,19.9,NA,NA,14.68269036,NA,NA
Ad / AaAa,NA,NA,5.808184417,NA,NA,NA
AaAa / Ad,NA,NA,NA,0.051819658,NA,NA
Ad * AaAa,NA,NA,45233.91981,NA,NA,NA
Ad + AaAa,NA,NA,551.3132228,NA,NA,NA
Ad - AaAa,NA,NA,540.563053,NA,NA,NA
AaAa - Ad,NA,NA,-540.563053,NA,NA,NA
Ad,13.74,NA,10.16222819,NA,NA,NA
AaAa,0.48,NA,NA,NA,NA,-0.559551072
Ad / AaAa,NA,NA,0.694931698,NA,NA,NA
AaAa / Ad,NA,-0.013957126,-0.415432498,0.22207754,NA,NA
Ad * AaAa,NA,NA,245.6226526,NA,NA,NA
Ad + AaAa,NA,NA,13.10065611,NA,NA,NA
Ad - AaAa,NA,NA,13.77335268,NA,NA,NA
AaAa - Ad,NA,NA,-13.77335268,NA,NA,NA
Ad,0.527,-0.00821407,0.373548099,NA,NA,NA
AdAd,153,NA,NA,NA,NA,139.7049801
Ad / AdAd,NA,NA,-0.011528399,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,106.4317146
Ad * AdAd,NA,NA,NA,NA,NA,139.599218
Ad + AdAd,NA,NA,NA,NA,NA,125.9393564
Ad - AdAd,NA,NA,NA,NA,NA,-147.7686858
AdAd - Ad,NA,NA,NA,NA,NA,147.7686858
Ad,173,8.567666968,178.1119147,NA,NA,NA
AaAd,2.66,NA,NA,NA,2.637291469,NA
Ad / AaAd,NA,NA,30.80121769,NA,-80.54663996,NA
AaAd / Ad,NA,NA,-0.001861165,NA,0.003906954,NA
Ad * AaAd,NA,NA,752.2312295,NA,1697.696254,NA
Ad + AaAd,NA,8.205790527,178.3134078,NA,NA,NA
Ad - AaAd,NA,8.730909175,177.9439422,NA,NA,NA
AaAd - Ad,NA,-8.730909175,-177.9439422,NA,NA,NA
Ad,89.62,NA,56.54369792,-28.24590764,NA,NA
AaAd,0.96,NA,NA,NA,NA,NA
Ad / AaAd,NA,NA,2.507270695,-2.20117603,NA,NA
AaAd / Ad,NA,NA,NA,0.051169059,0.00238972,NA
Ad * AaAd,NA,NA,1771.151151,NA,NA,NA
Ad + AaAd,NA,NA,59.89430212,-25.53595462,NA,NA
Ad - AaAd,NA,NA,58.36723333,-28.37625865,NA,NA
AaAd - Ad,NA,NA,-58.36723333,28.37625865,NA,NA
Ad,1.605,NA,1.390357157,NA,0.778818021,NA
AdAd,35.71429,NA,NA,NA,NA,33.88315936
Ad / AdAd,NA,NA,NA,NA,NA,-0.142833352
AdAd / Ad,NA,NA,NA,NA,NA,2.998640681
Ad * AdAd,NA,NA,NA,NA,NA,377.9403133
Ad + AdAd,NA,NA,NA,NA,NA,35.33760314
Ad - AdAd,NA,NA,NA,NA,NA,-31.61108506
AdAd - Ad,NA,NA,NA,NA,NA,31.61108506
Ad,0.76,NA,0.785198331,NA,NA,NA
AaAa,53.1,NA,NA,50.92258663,NA,NA
Ad / AaAa,NA,NA,0.031960707,NA,NA,NA
AaAa / Ad,NA,NA,NA,10.97535272,2.759293854,NA
Ad * AaAa,NA,NA,NA,122.0815765,NA,NA
Ad + AaAa,NA,NA,NA,50.24396186,3.395945424,NA
Ad - AaAa,NA,NA,NA,-51.61520281,NA,NA
AaAa - Ad,NA,NA,NA,51.61520281,NA,NA
Ad,0.324,NA,0.316591813,NA,NA,NA
AaAa,3.47,NA,NA,3.386354081,-0.15581781,NA
Ad / AaAa,NA,NA,0.036663413,NA,NA,NA
AaAa / Ad,NA,NA,NA,7.547102274,NA,NA
Ad * AaAa,NA,NA,NA,NA,NA,1.086535513
Ad + AaAa,NA,NA,NA,3.097014655,NA,NA
Ad - AaAa,NA,NA,NA,-3.319551934,NA,NA
AaAa - Ad,NA,NA,NA,3.319551934,NA,NA
Ad,173,NA,189.4907912,NA,NA,NA
AaAa,1.00E-05,NA,NA,NA,0.010210548,0.011938227
Ad / AaAa,NA,NA,243.1674554,NA,NA,NA
AaAa / Ad,NA,NA,-0.000244749,0.000141272,NA,NA
Ad * AaAa,NA,NA,150.3538428,NA,NA,NA
Ad + AaAa,NA,NA,189.5032892,NA,NA,NA
Ad - AaAa,NA,NA,189.4782951,NA,NA,NA
AaAa - Ad,NA,NA,-189.4782951,NA,NA,NA
Ad,2.2,NA,NA,-2.713671217,NA,NA
AaAa,2.12,NA,NA,2.092121327,NA,NA
Ad / AaAa,NA,NA,NA,-3.666456636,NA,NA
AaAa / Ad,NA,NA,NA,0.052137802,NA,NA
Ad * AaAa,NA,-2.208711447,NA,82.24513182,NA,NA
Ad + AaAa,NA,NA,NA,NA,NA,NA
Ad - AaAa,NA,NA,NA,-5.011700333,NA,NA
AaAa - Ad,NA,NA,NA,5.011700333,NA,NA
Ad,1.4,NA,NA,-2.352442599,NA,NA
AdAd,1.063,NA,NA,NA,NA,0.904784907
Ad / AdAd,NA,NA,NA,-0.109171579,NA,NA
AdAd / Ad,NA,NA,NA,0.069883299,NA,NA
Ad * AdAd,NA,NA,54.50521554,NA,NA,NA
Ad + AdAd,NA,NA,3.131173756,NA,NA,NA
Ad - AdAd,NA,NA,NA,-1.727345454,NA,NA
AdAd - Ad,NA,NA,NA,1.727345454,NA,NA
Ad,4.5,NA,NA,-4.887202176,NA,NA
AdAd,3.61,NA,NA,NA,NA,4.560973485
Ad / AdAd,NA,NA,NA,NA,NA,NA
AdAd / Ad,NA,0.012348522,NA,0.158715337,NA,0.150039359
Ad * AdAd,NA,NA,225.5612593,NA,-35.01591686,NA
Ad + AdAd,NA,NA,9.604667907,NA,-2.990618673,NA
Ad - AdAd,NA,NA,NA,-3.256792083,NA,NA
AdAd - Ad,NA,NA,NA,3.256792083,NA,NA
Ad,16.41,NA,14.59356304,NA,NA,NA
AaAd,56.4,NA,NA,NA,56.44906641,NA
Ad / AaAd,NA,NA,NA,28.23759621,27.01669774,28.42765708
AaAd / Ad,NA,NA,NA,0.006589961,0.657751031,NA
Ad * AaAd,NA,NA,NA,NA,4874.999035,NA
Ad + AaAd,NA,NA,15.45915395,NA,52.25051529,NA
Ad - AaAd,NA,NA,14.13648393,NA,-59.37864818,NA
AaAd - Ad,NA,NA,-14.13648393,NA,59.37864818,NA
Ad,7.4166667,NA,7.310712411,NA,0.688000171,NA
AdAd,0.552,NA,NA,NA,NA,0.535396235
Ad / AdAd,NA,NA,NA,-4.230531533,NA,-3.633202203
AdAd / Ad,NA,NA,NA,0.033289968,NA,0.02755696
Ad * AdAd,NA,NA,NA,NA,NA,11.02716888
Ad + AdAd,NA,NA,7.775770544,NA,NA,NA
Ad - AdAd,NA,NA,4.984691244,NA,0.771811481,NA
AdAd - Ad,NA,NA,-4.984691244,NA,-0.771811481,NA
Ad,0.426,NA,0.40725943,NA,NA,NA
AdAd,3.7,NA,NA,NA,NA,3.665053218
Ad / AdAd,NA,NA,NA,-0.019457226,NA,NA
AdAd / Ad,NA,NA,NA,3.457611767,NA,NA
Ad * AdAd,NA,NA,NA,NA,NA,4.031181944
Ad + AdAd,NA,NA,NA,NA,-0.816810541,4.06817332
Ad - AdAd,NA,NA,NA,NA,NA,-3.269693817
AdAd - Ad,NA,NA,NA,NA,NA,3.269693817
Ad,158.69,3.10717544,160.2777983,NA,-8.400864222,NA
AaAa,0.6,NA,-0.48894321,NA,NA,NA
Ad / AaAa,NA,NA,28.93115116,NA,NA,NA
AaAa / Ad,NA,NA,NA,0.022123691,NA,NA
Ad * AaAa,NA,NA,889.1646234,NA,NA,NA
Ad + AaAa,NA,NA,160.2239512,NA,NA,NA
Ad - AaAa,NA,4.235905221,160.4070085,NA,-11.41710772,NA
AaAa - Ad,NA,-4.235905221,-160.4070085,NA,11.41710772,NA
Ad,1.22,NA,0.969087989,NA,-0.4750002,NA
AaAa,0.5,NA,NA,0.51434519,NA,NA
Ad / AaAa,NA,NA,8.403011973,NA,NA,NA
AaAa / Ad,NA,NA,NA,0.092252127,NA,NA
Ad * AaAa,NA,NA,NA,2.102089328,-0.350322819,NA
Ad + AaAa,NA,NA,NA,NA,-0.516041568,0.409732151
Ad - AaAa,NA,NA,1.077821558,NA,NA,NA
AaAa - Ad,NA,NA,-1.077821558,NA,NA,NA
Ad,10.5,NA,11.07633301,NA,NA,NA
AdAd,23.34,NA,NA,NA,NA,26.9355556
Ad / AdAd,NA,NA,NA,NA,NA,NA
AdAd / Ad,NA,NA,NA,NA,NA,NA
Ad * AdAd,NA,NA,1219.419283,NA,NA,1050.089211
Ad + AdAd,NA,NA,NA,NA,NA,30.64360841
Ad - AdAd,NA,NA,NA,NA,NA,-17.83795397
AdAd - Ad,NA,NA,NA,NA,NA,17.83795397
Ad,7.74,NA,NA,-3.264406791,NA,NA
AaAd,37.8,NA,NA,NA,33.9687259,NA
Ad / AaAd,NA,NA,NA,NA,-6.926363023,NA
AaAd / Ad,NA,NA,NA,0.012375954,0.493168787,NA
Ad * AaAd,NA,NA,NA,NA,2324.437949,NA
Ad + AaAd,NA,NA,NA,NA,28.47300905,NA
Ad - AaAd,NA,NA,NA,-5.096767261,-40.09031854,NA
AaAd - Ad,NA,NA,NA,5.096767261,40.09031854,NA
Ad,2.177,NA,2.135427617,NA,NA,NA
AaAa,2.4,NA,NA,2.615377308,NA,NA
Ad / AaAa,NA,NA,0.387243412,NA,NA,NA
AaAa / Ad,NA,NA,NA,3.522549905,NA,NA
Ad * AaAa,NA,NA,9.255387004,NA,NA,NA
Ad + AaAa,NA,NA,NA,1.35467578,NA,1.096535281
Ad - AaAa,NA,NA,NA,-3.143439154,NA,NA
AaAa - Ad,NA,NA,NA,3.143439154,NA,NA
Ad,0.7792,NA,0.56518989,NA,NA,NA
