trait,beta,Aa,Ad,AaAa,AaAd,AdAd
Aa / AaAd,NA,0.019875699,NA,NA,NA,NA
AaAd / Aa,NA,-10.81988507,NA,3.455871853,NA,NA
Aa * AaAd,NA,3.30328813,NA,NA,NA,NA
Aa + AaAd,NA,0.542578388,NA,NA,NA,NA
Aa - AaAd,NA,NA,NA,NA,NA,NA
AaAd - Aa,NA,NA,NA,NA,NA,NA
Aa,40.15,40.39825262,NA,NA,NA,NA
AaAa,0.564,NA,NA,0.585721303,NA,NA
Aa / AaAa,NA,30.85567126,NA,NA,NA,NA
AaAa / Aa,NA,-0.013914296,NA,NA,NA,NA
Aa * AaAa,NA,49.01601919,NA,NA,NA,NA
Aa + AaAa,NA,40.41299823,NA,NA,NA,NA
Aa - AaAa,NA,40.38157357,NA,NA,NA,NA
AaAa - Aa,NA,-40.38157357,NA,NA,NA,NA
Aa,14.8,14.00469098,NA,NA,NA,NA
AaAa,4.87,0.239460312,NA,3.986000771,1.137450099,NA
Aa / AaAa,NA,0.289566025,NA,NA,NA,NA
AaAa / Aa,NA,-0.063441252,NA,0.053050744,NA,NA
Aa * AaAa,NA,672.7095134,NA,NA,NA,NA
Aa + AaAa,NA,13.86491935,NA,NA,NA,NA
Aa - AaAa,NA,14.49300482,NA,NA,NA,NA
AaAa - Aa,NA,-14.49300482,NA,NA,NA,NA
Aa,283.5,280.101604,NA,NA,NA,39.80926675
AaAa,0.163039557,-0.002542037,NA,0.162793074,NA,NA
Aa / AaAa,NA,1276.86456,21644.12254,NA,NA,NA
AaAa / Aa,NA,-6.66E-06,NA,5.47E-05,NA,NA
Aa * AaAa,NA,46.36436243,NA,496.8562699,NA,NA
Aa + AaAa,NA,280.0978455,NA,NA,NA,39.2983688
Aa - AaAa,NA,280.1053603,NA,NA,NA,40.32041596
AaAa - Aa,NA,-280.1053603,NA,NA,NA,-40.32041596
Aa,0.45,NA,NA,NA,NA,NA
AaAd,16.26,NA,NA,NA,14.55403603,NA
Aa / AaAd,NA,NA,NA,NA,-0.204246724,NA
AaAd / Aa,NA,NA,NA,NA,0.521576239,NA
Aa * AaAd,NA,NA,NA,NA,401.9501581,NA
Aa + AaAd,NA,NA,NA,NA,17.58855261,NA
Aa - AaAd,NA,NA,NA,NA,-11.54980776,NA
AaAd - Aa,NA,NA,NA,NA,11.54980776,NA
Aa,1.45,1.440494003,NA,NA,NA,NA
AaAd,1.663932772,NA,NA,NA,1.679120653,NA
Aa / AaAd,NA,2.217370757,NA,NA,-5.994766391,NA
AaAd / Aa,NA,NA,NA,NA,0.364402006,NA
Aa * AaAd,NA,0.946107747,NA,NA,2.440795053,NA
Aa + AaAd,NA,1.430374715,NA,NA,1.714647702,NA
Aa - AaAd,NA,1.443259379,NA,NA,-1.657336742,NA
AaAd - Aa,NA,-1.443259379,NA,NA,1.657336742,NA
Aa,0.76,0.763313592,NA,NA,NA,NA
AdAd,11.17,NA,NA,NA,NA,9.843601874
Aa / AdAd,NA,0.032918973,NA,NA,NA,-0.018417123
AdAd / Aa,NA,-10.87248791,NA,NA,NA,NA
Aa * AdAd,NA,17.95924879,NA,NA,NA,13.32644575
Aa + AdAd,NA,NA,NA,NA,NA,9.485279587
Aa - AdAd,NA,NA,NA,NA,NA,-10.05516583
AdAd - Aa,NA,NA,NA,NA,NA,10.05516583
Aa,3.405,NA,NA,NA,16.51956118,NA
AdAd,23.1,NA,17.52563713,NA,-27.28282446,NA
Aa / AdAd,NA,NA,NA,NA,0.191976031,NA
AdAd / Aa,NA,NA,NA,NA,-0.221707982,NA
Aa * AdAd,NA,NA,3283.229739,NA,NA,NA
Aa + AdAd,NA,NA,18.35268124,NA,NA,NA
Aa - AdAd,NA,NA,NA,NA,36.98489092,NA
AdAd - Aa,NA,NA,NA,NA,-36.98489092,NA
Aa,0.1475,0.148378062,NA,NA,NA,-0.026427499
AaAd,51,NA,NA,NA,60.3553008,NA
Aa / AaAd,NA,0.000630111,NA,NA,NA,NA
AaAd / Aa,NA,-40.17743801,NA,NA,NA,NA
Aa * AaAd,NA,32.24324564,NA,NA,NA,NA
Aa + AaAd,NA,NA,NA,NA,60.64643012,NA
Aa - AaAd,NA,NA,NA,NA,-60.06419572,NA
AaAd - Aa,NA,NA,NA,NA,60.06419572,NA
Aa,0.13,0.146750839,NA,NA,NA,NA
AaAd,63.38094,NA,NA,NA,69.04232481,NA
Aa / AaAd,NA,0.002637303,NA,NA,-0.038387188,NA
AaAd / Aa,NA,-5.268810285,NA,NA,57.50809934,NA
Aa * AaAd,NA,NA,NA,NA,88.22142265,NA
Aa + AaAd,NA,NA,NA,NA,69.36236099,NA
Aa - AaAd,NA,NA,NA,NA,-68.70722957,NA
AaAd - Aa,NA,NA,NA,NA,68.70722957,NA
Aa,1,0.833619475,NA,NA,NA,NA
AdAd,6.1,NA,NA,NA,NA,5.875123129
Aa / AdAd,NA,0.022280996,NA,NA,NA,-0.03742076
AdAd / Aa,NA,-0.32591497,NA,NA,NA,0.586570384
Aa * AdAd,NA,22.87461441,NA,NA,NA,NA
Aa + AdAd,NA,NA,NA,NA,NA,5.175843108
Aa - AdAd,NA,0.550580735,NA,NA,NA,-5.533112747
AdAd - Aa,NA,-0.550580735,NA,NA,NA,5.533112747
Aa,9.878,8.827886478,NA,NA,NA,NA
AdAd,0.12,0.008320268,NA,NA,NA,0.12732107
Aa / AdAd,NA,21.48709721,NA,NA,NA,-65.82699632
AdAd / Aa,NA,-0.000180883,NA,NA,NA,0.001446045
Aa * AdAd,NA,3.201884749,NA,NA,NA,10.74593713
Aa + AdAd,NA,8.836129265,NA,NA,NA,NA
Aa - AdAd,NA,8.818665455,NA,NA,NA,NA
AdAd - Aa,NA,-8.818665455,NA,NA,NA,NA
Aa,9.45,9.189451128,NA,NA,NA,NA
AdAd,3.6,NA,NA,NA,NA,3.404086063
Aa / AdAd,NA,3.497519823,-3.298732531,NA,NA,NA
AdAd / Aa,NA,-0.089445093,NA,NA,NA,NA
Aa * AdAd,NA,23.07568197,NA,NA,NA,64.51934832
Aa + AdAd,NA,9.164654823,NA,NA,NA,4.0928359
Aa - AdAd,NA,9.22708479,NA,NA,NA,-3.073698056
AdAd - Aa,NA,-9.22708479,NA,NA,NA,3.073698056
Aa,0.015,0.018118735,NA,0.005778482,NA,NA
AdAd,6.1667,NA,NA,NA,NA,6.186730845
Aa / AdAd,NA,NA,-0.055041121,NA,NA,NA
AdAd / Aa,NA,NA,NA,NA,NA,12.69673734
Aa * AdAd,NA,0.08020387,NA,NA,NA,3.023989203
Aa + AdAd,NA,NA,NA,NA,NA,6.183274564
Aa - AdAd,NA,NA,NA,NA,-0.386454086,-6.190679866
AdAd - Aa,NA,NA,NA,NA,0.386454086,6.190679866
Aa,23.65,23.50264658,NA,NA,NA,0.820570418
AaAa,43.6,NA,NA,42.77735875,NA,NA
Aa / AaAa,NA,0.110629395,NA,-0.07061264,NA,NA
AaAa / Aa,NA,-1.0488832,NA,0.714404171,NA,NA
Aa * AaAa,NA,5014.439967,NA,2690.87461,NA,NA
Aa + AaAa,NA,23.31953659,NA,42.70762273,NA,NA
Aa - AaAa,NA,23.41942453,NA,-44.51299487,NA,NA
AaAa - Aa,NA,-23.41942453,NA,44.51299487,NA,NA
Aa,1.6,2.375991212,NA,NA,NA,NA
AdAd,18.9,NA,NA,NA,1.977179003,18.5016929
Aa / AdAd,NA,NA,-1.250795473,NA,NA,NA
AdAd / Aa,NA,-0.014813011,NA,NA,NA,0.408073741
Aa * AdAd,NA,NA,NA,NA,NA,843.5339582
Aa + AdAd,NA,NA,NA,NA,NA,18.64556142
Aa - AdAd,NA,1.872546884,NA,NA,NA,-18.0496085
AdAd - Aa,NA,-1.872546884,NA,NA,NA,18.0496085
Aa,3.425,3.911044425,NA,NA,NA,NA
AaAa,27.77,NA,NA,28.46930553,NA,NA
Aa / AaAa,NA,0.029928552,NA,-0.068710114,NA,NA
AaAa / Aa,NA,-0.410418474,NA,0.93937122,NA,NA
Aa * AaAa,NA,538.9819837,NA,484.1972937,NA,NA
Aa + AaAa,NA,5.135039991,NA,28.19164091,NA,NA
Aa - AaAa,NA,NA,NA,-29.68924127,NA,NA
AaAa - Aa,NA,NA,NA,29.68924127,NA,NA
Aa,11.34,10.44364124,NA,NA,NA,NA
AaAa,16.92,0.023501366,NA,16.71676749,NA,NA
Aa / AaAa,NA,0.333512928,2.984227564,NA,NA,NA
AaAa / Aa,NA,-0.054085311,NA,0.251021285,NA,NA
Aa * AaAa,NA,267.0229985,NA,1149.12369,NA,NA
Aa + AaAa,NA,10.50081061,NA,17.33148016,NA,NA
Aa - AaAa,NA,10.42262069,NA,-15.85830961,NA,NA
AaAa - Aa,NA,-10.42262069,NA,15.85830961,NA,NA
Aa,0.865,0.820897817,NA,NA,NA,NA
AaAa,10.5,NA,NA,11.11723241,NA,NA
Aa / AaAa,NA,0.019899815,NA,-0.022533138,NA,NA
AaAa / Aa,NA,-3.954442867,NA,4.918156711,4.819224612,NA
Aa * AaAa,NA,32.02486648,NA,19.22276055,NA,NA
Aa + AaAa,NA,NA,NA,11.00318586,NA,NA
Aa - AaAa,NA,NA,NA,-11.38171081,NA,NA
AaAa - Aa,NA,NA,NA,11.38171081,NA,NA
Aa,3.405,NA,NA,NA,NA,NA
AaAa,1.341,NA,NA,1.795991276,NA,NA
Aa / AaAa,NA,0.221699529,NA,-2.812909558,NA,NA
AaAa / Aa,NA,-0.001784627,NA,0.013724547,NA,NA
Aa * AaAa,NA,NA,-189.1833551,NA,NA,NA
Aa + AaAa,NA,NA,NA,NA,9.554493817,NA
Aa - AaAa,NA,NA,NA,NA,NA,NA
AaAa - Aa,NA,NA,NA,NA,NA,NA
Aa,1.55,1.519297859,NA,NA,NA,NA
AdAd,55.5,NA,NA,NA,NA,60.67309556
Aa / AdAd,NA,0.012199871,NA,NA,NA,-0.004908285
AdAd / Aa,NA,-43.22424985,NA,NA,NA,NA
Aa * AdAd,NA,185.1519455,NA,NA,NA,96.20849066
Aa + AdAd,NA,NA,NA,NA,NA,60.34255954
Aa - AdAd,NA,NA,NA,NA,NA,-61.03586935
AdAd - Aa,NA,NA,NA,NA,NA,61.03586935
Aa,9.878,9.827241423,NA,NA,NA,NA
AaAa,0.299,NA,NA,0.290733506,NA,NA
Aa / AaAa,NA,3.273196355,1.140856806,NA,NA,NA
AaAa / Aa,NA,-0.004599513,NA,NA,NA,NA
Aa * AaAa,NA,28.11708968,NA,34.71607065,NA,NA
Aa + AaAa,NA,9.788567018,NA,NA,NA,NA
Aa - AaAa,NA,9.857466006,NA,NA,NA,NA
AaAa - Aa,NA,-9.857466006,NA,NA,NA,NA
Aa,3.72,3.895026063,NA,NA,NA,NA
AaAa,55.5,NA,NA,54.79940758,NA,NA
Aa / AaAa,NA,0.018100567,NA,-0.09243645,NA,NA
AaAa / Aa,NA,-0.330836356,NA,1.231011046,NA,NA
Aa * AaAa,NA,488.4529417,NA,2294.151308,NA,NA
Aa + AaAa,NA,NA,NA,56.2459182,NA,NA
Aa - AaAa,NA,NA,NA,-52.75314542,NA,NA
AaAa - Aa,NA,NA,NA,52.75314542,NA,NA
Aa,0.9,1.069764813,NA,NA,NA,NA
AaAd,881.6,NA,NA,NA,866.4902077,NA
Aa / AaAd,NA,NA,NA,NA,-0.078641482,NA
AaAd / Aa,NA,NA,NA,NA,43.68045365,NA
Aa * AaAd,NA,606.3362569,NA,NA,16284.97893,NA
Aa + AaAd,NA,NA,NA,NA,865.375132,NA
Aa - AaAd,NA,NA,NA,NA,-865.6796195,NA
AaAd - Aa,NA,NA,NA,NA,865.6796195,NA
Aa,34.06476191,33.75847521,NA,NA,NA,NA
AdAd,1.3,NA,NA,NA,NA,1.311228317
Aa / AdAd,NA,11.57265136,NA,NA,NA,-4.005826688
AdAd / Aa,NA,-0.059826049,NA,NA,-0.0713686,NA
Aa * AdAd,NA,99.26906135,NA,NA,NA,52.62184668
Aa + AdAd,NA,33.70275732,NA,-1.994309061,NA,NA
Aa - AdAd,NA,33.70998687,NA,-2.13631201,NA,-2.345232819
AdAd - Aa,NA,-33.70998687,NA,2.13631201,NA,2.345232819
Aa,0.765,0.693350562,NA,NA,NA,NA
AdAd,2.9,NA,NA,NA,NA,3.015017659
Aa / AdAd,NA,NA,-0.992793704,NA,NA,NA
AdAd / Aa,NA,-0.083043017,NA,NA,NA,0.711547241
Aa * AdAd,NA,1.284379013,NA,NA,NA,12.6192162
Aa + AdAd,NA,0.701626837,NA,NA,NA,3.049490921
Aa - AdAd,NA,0.711560372,NA,NA,NA,-2.259596724
AdAd - Aa,NA,-0.711560372,NA,NA,NA,2.259596724
Aa,4.065,4.339032642,NA,NA,NA,NA
AaAa,3.7,NA,NA,4.238188355,NA,NA
Aa / AaAa,NA,0.169714447,0.229234422,NA,NA,NA
AaAa / Aa,NA,-0.10704555,-0.127639607,NA,NA,NA
Aa * AaAa,NA,70.04116009,NA,86.68697835,NA,NA
Aa + AaAa,NA,3.504543097,NA,NA,NA,NA
Aa - AaAa,NA,4.284577144,NA,NA,NA,NA
AaAa - Aa,NA,-4.284577144,NA,NA,NA,NA
Aa,48.5,48.75196275,NA,NA,NA,-8.225839192
AaAd,53,NA,NA,NA,64.6236832,NA
Aa / AaAd,NA,0.35593554,NA,NA,-0.765527005,NA
AaAd / Aa,NA,-0.128247133,NA,NA,0.185351358,NA
Aa * AaAd,NA,6744.436866,NA,NA,14182.06985,NA
Aa + AaAd,NA,48.64908309,NA,NA,45.17355047,NA
Aa - AaAd,NA,50.32952116,NA,NA,-63.69339047,NA
AaAd - Aa,NA,-50.32952116,NA,NA,63.69339047,NA
Aa,7.3,8.284042482,NA,NA,NA,NA
AaAa,1.166666666,-0.048288363,NA,1.077948723,0.219470702,NA
Aa / AaAa,NA,2.428595625,NA,-4.404882433,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,28.38024685,NA,46.7405209,NA,NA
Aa + AaAa,NA,8.330456613,NA,NA,NA,NA
Aa - AaAa,NA,8.161849309,NA,NA,NA,NA
AaAa - Aa,NA,-8.161849309,NA,NA,NA,NA
Aa,1.7,1.727541588,NA,NA,0.142121374,NA
AaAa,7.7,NA,NA,8.543074966,NA,NA
Aa / AaAa,NA,0.027520067,NA,NA,NA,NA
AaAa / Aa,NA,-26.05550174,NA,14.030865,NA,NA
Aa * AaAa,NA,111.6730225,NA,NA,NA,NA
Aa + AaAa,NA,NA,NA,9.631336603,NA,NA
Aa - AaAa,NA,NA,NA,-6.19043226,NA,NA
AaAa - Aa,NA,NA,NA,6.19043226,NA,NA
Aa,1.5,1.784670491,NA,NA,NA,NA
AdAd,164.2,NA,118.7305759,NA,NA,NA
Aa / AdAd,NA,NA,-0.010553183,NA,NA,NA
AdAd / Aa,NA,-0.738521101,3.684612665,NA,NA,NA
Aa * AdAd,NA,NA,NA,NA,NA,3121.833156
Aa + AdAd,NA,NA,112.444387,NA,NA,NA
Aa - AdAd,NA,NA,-118.5731734,NA,NA,NA
AdAd - Aa,NA,NA,118.5731734,NA,NA,NA
Aa,2.125,1.911288126,NA,NA,0.382712494,NA
AaAd,4.354,NA,NA,NA,4.14159102,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,-0.021627392,NA,NA,0.385355474,NA
Aa * AaAd,NA,2.95482933,NA,NA,43.99813904,NA
Aa + AaAd,NA,1.908964318,NA,NA,4.546483931,NA
Aa - AaAd,NA,1.915003052,NA,NA,-3.785193302,NA
AaAd - Aa,NA,-1.915003052,NA,NA,3.785193302,NA
Aa,30.39286,30.6346202,NA,NA,NA,NA
AdAd,60.35,NA,NA,NA,-7.374592108,57.84294425
Aa / AdAd,NA,0.412485465,NA,NA,NA,-0.466475364
AdAd / Aa,NA,-0.527660762,NA,NA,NA,NA
Aa * AdAd,NA,2148.94599,NA,NA,-215.6369428,3598.384487
Aa + AdAd,NA,31.88999715,NA,NA,-14.20833456,53.64312873
Aa - AdAd,NA,31.47564425,NA,NA,NA,-62.09529237
AdAd - Aa,NA,-31.47564425,NA,NA,NA,62.09529237
Aa,0.209865461,0.234146808,NA,NA,NA,NA
AaAa,12.7,NA,NA,12.24144169,NA,NA
Aa / AaAa,NA,0.007630141,NA,-0.012487559,NA,NA
AaAa / Aa,NA,-8.512255147,NA,13.12683159,NA,NA
Aa * AaAa,NA,7.564081153,NA,8.811081579,-4.549079348,NA
Aa + AaAa,NA,NA,NA,13.45926904,NA,NA
Aa - AaAa,NA,NA,NA,-13.30224041,NA,NA
AaAa - Aa,NA,NA,NA,13.30224041,NA,NA
Aa,6.66666667,6.136336221,NA,NA,NA,1.458487774
AaAa,3.7,NA,NA,3.719519296,NA,NA
Aa / AaAa,NA,0.647622899,6.811995997,NA,NA,NA
AaAa / Aa,NA,-0.028350713,NA,0.130100942,NA,NA
Aa * AaAa,NA,27.46283981,NA,95.86370576,NA,NA
Aa + AaAa,NA,6.338526261,NA,NA,NA,NA
Aa - AaAa,NA,6.169034081,4.556989413,NA,NA,NA
AaAa - Aa,NA,-6.169034081,-4.556989413,NA,NA,NA
Aa,3.13,3.104007713,NA,NA,NA,NA
AdAd,11.2,NA,NA,NA,NA,10.41530297
Aa / AdAd,NA,0.061400973,-0.078514355,NA,NA,NA
AdAd / Aa,NA,-0.309600719,NA,NA,NA,0.244287904
Aa * AdAd,NA,165.6116346,NA,NA,NA,327.9181787
Aa + AdAd,NA,2.161677421,NA,NA,NA,11.14288481
Aa - AdAd,NA,3.013167229,NA,NA,NA,-6.689548388
AdAd - Aa,NA,-3.013167229,NA,NA,NA,6.689548388
Aa,14.1,14.10679566,NA,NA,NA,NA
AdAd,6.994,NA,NA,NA,NA,6.768452635
Aa / AdAd,NA,2.767477253,NA,NA,NA,NA
AdAd / Aa,NA,0.366193726,NA,NA,NA,1.640359355
Aa * AdAd,NA,61.26866685,NA,NA,NA,NA
Aa + AdAd,NA,14.14184097,NA,NA,NA,6.831936112
Aa - AdAd,NA,14.04851861,NA,NA,0.237288252,-6.687800542
AdAd - Aa,NA,-14.04851861,NA,NA,-0.237288252,6.687800542
Aa,7.05,6.940390876,NA,NA,NA,NA
AaAa,273.8,-8.173976071,NA,254.9883634,28.99086926,NA
Aa / AaAa,NA,0.011171104,NA,-0.019910237,NA,NA
AaAa / Aa,NA,-5.294108143,NA,8.397376437,NA,NA
Aa * AaAa,NA,4155.118194,NA,6882.744768,NA,NA
Aa + AaAa,NA,-1.177519933,NA,255.5098228,29.37076905,NA
Aa - AaAa,NA,15.04505313,NA,-254.4431755,-28.3607525,NA
AaAa - Aa,NA,-15.04505313,NA,254.4431755,28.3607525,NA
Aa,10.25,9.432015061,NA,NA,NA,-1.994346869
AaAd,74.2,-1.205026317,NA,NA,76.98628329,NA
Aa / AaAd,NA,0.10310398,NA,NA,-0.338280618,NA
AaAd / Aa,NA,-0.419533671,NA,NA,1.503198593,NA
Aa * AaAd,NA,634.7191094,NA,NA,2351.262642,NA
Aa + AaAd,NA,8.019844831,NA,NA,77.99450212,NA
Aa - AaAd,NA,10.86427807,NA,NA,-77.22063522,NA
AaAd - Aa,NA,-10.86427807,NA,NA,77.22063522,NA
Aa,46.5,46.3811931,NA,NA,NA,NA
AaAa,2.5,NA,NA,2.674045867,NA,NA
Aa / AaAa,NA,3.414021003,NA,-0.470718857,0.765513226,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,586.7430599,NA,NA,NA,NA
Aa + AaAa,NA,46.40041503,-2.31564003,NA,NA,NA
Aa - AaAa,NA,46.24896337,NA,-3.185197867,NA,NA
AaAa - Aa,NA,-46.24896337,NA,3.185197867,NA,NA
Aa,2.2,NA,NA,NA,NA,NA
AaAa,1.548,NA,-1.883596559,NA,NA,NA
Aa / AaAa,NA,NA,NA,NA,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,NA,-91.01483515,NA,NA,NA
Aa + AaAa,NA,NA,NA,NA,NA,NA
Aa - AaAa,NA,NA,NA,NA,NA,NA
AaAa - Aa,NA,NA,NA,NA,NA,NA
Aa,23.1,23.25939291,-1.181246715,NA,NA,NA
AaAd,56.4,NA,NA,NA,56.56822692,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,1.008446318,NA
Aa * AaAd,NA,NA,NA,NA,2501.665555,NA
Aa + AaAd,NA,23.2700432,NA,NA,56.31928097,NA
Aa - AaAd,NA,23.27207438,-1.201906144,NA,-56.82215845,NA
AaAd - Aa,NA,-23.27207438,1.201906144,NA,56.82215845,NA
Aa,1.125,0.964068649,NA,NA,NA,NA
AaAd,3.9,NA,NA,NA,3.690880138,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,0.465364448,NA
Aa * AaAd,NA,2.724041764,NA,NA,25.55972695,NA
Aa + AaAd,NA,1.070029215,NA,NA,2.324586578,NA
Aa - AaAd,NA,0.597358384,NA,NA,NA,NA
AaAd - Aa,NA,-0.597358384,NA,NA,NA,NA
Aa,0.515,NA,NA,NA,NA,NA
AaAd,3.16,NA,NA,NA,3.306673458,NA
Aa / AaAd,NA,NA,NA,NA,-22.18087056,NA
AaAd / Aa,NA,-0.001827222,NA,0.003567408,0.16406018,NA
Aa * AaAd,NA,NA,NA,NA,68.11594967,NA
Aa + AaAd,NA,NA,NA,NA,4.978924284,NA
Aa - AaAd,NA,NA,NA,NA,NA,NA
AaAd - Aa,NA,NA,NA,NA,NA,NA
Aa,0.193146914,0.189296814,NA,NA,NA,NA
AdAd,20.5,NA,NA,NA,NA,17.72331604
Aa / AdAd,NA,0.005102557,NA,NA,NA,-0.000935051
AdAd / Aa,NA,230.4272977,NA,NA,NA,671.5522833
Aa * AdAd,NA,6.899699353,NA,NA,NA,1.552230023
Aa + AdAd,NA,NA,NA,NA,NA,17.55779178
Aa - AdAd,NA,NA,NA,NA,NA,-18.27876877
AdAd - Aa,NA,NA,NA,NA,NA,18.27876877
Aa,14.1,14.03896455,NA,NA,-0.742305331,NA
AaAa,114.8,NA,NA,109.1661695,NA,NA
Aa / AaAa,NA,0.049536024,NA,NA,NA,NA
AaAa / Aa,NA,27.01904713,19.93583556,NA,NA,NA
Aa * AaAa,NA,3555.020569,NA,NA,NA,NA
Aa + AaAa,NA,15.84911609,NA,108.8253872,NA,NA
Aa - AaAa,NA,8.858621756,NA,-108.4608776,NA,NA
AaAa - Aa,NA,-8.858621756,NA,108.4608776,NA,NA
Aa,2.8815,2.622335305,NA,NA,NA,NA
AaAa,4.25,0.143989983,NA,4.045515982,NA,NA
Aa / AaAa,NA,0.171530907,NA,-0.581778521,NA,NA
AaAa / Aa,NA,-0.057176478,NA,0.186830003,NA,NA
Aa * AaAa,NA,35.58512374,NA,84.721777,NA,NA
Aa + AaAa,NA,2.72475129,NA,3.765602367,NA,NA
Aa - AaAa,NA,2.452010343,NA,-4.348875716,NA,NA
AaAa - Aa,NA,-2.452010343,NA,4.348875716,NA,NA
Aa,0.1365,NA,NA,NA,NA,0.713761361
AaAd,910.2,NA,NA,16.86216973,893.3433225,NA
Aa / AaAd,NA,NA,NA,NA,-0.071815193,NA
AaAd / Aa,NA,NA,NA,NA,45.80163995,NA
Aa * AaAd,NA,NA,NA,NA,18092.68458,NA
Aa + AaAd,NA,NA,NA,15.23368069,892.3834393,NA
Aa - AaAd,NA,NA,NA,-18.38811669,-894.4126188,NA
AaAd - Aa,NA,NA,NA,18.38811669,894.4126188,NA
Aa,1.353770477,1.350934603,NA,NA,NA,NA
AaAa,68,NA,NA,72.14630375,NA,NA
Aa / AaAa,NA,0.006375613,NA,NA,NA,NA
AaAa / Aa,NA,164.9128611,NA,NA,NA,NA
Aa * AaAa,NA,293.5784694,NA,NA,-130.6077245,NA
Aa + AaAa,NA,2.877408042,NA,72.17364565,NA,NA
Aa - AaAa,NA,NA,NA,-72.1533158,NA,NA
AaAa - Aa,NA,NA,NA,72.1533158,NA,NA
Aa,2.115,1.533903717,NA,NA,1.372288874,NA
AdAd,5.763,NA,NA,NA,NA,5.179758422
Aa / AdAd,NA,0.089170044,NA,NA,NA,-0.18938706
AdAd / Aa,NA,-0.069569307,NA,NA,NA,0.146283228
Aa * AdAd,NA,NA,NA,NA,NA,84.99159243
Aa + AdAd,NA,NA,NA,NA,NA,3.708797787
Aa - AdAd,NA,1.776958776,NA,NA,NA,-4.494310258
AdAd - Aa,NA,-1.776958776,NA,NA,NA,4.494310258
Aa,1.545,1.635561333,NA,NA,NA,NA
AaAd,1.843,NA,NA,NA,3.219329866,NA
Aa / AaAd,NA,0.067084377,NA,NA,NA,NA
AaAd / Aa,NA,-0.62659159,NA,NA,NA,NA
Aa * AaAd,NA,35.77687684,NA,NA,31.20148958,NA
Aa + AaAd,NA,1.284977069,NA,NA,4.738003467,NA
Aa - AaAd,NA,1.334140389,NA,NA,NA,NA
AaAd - Aa,NA,-1.334140389,NA,NA,NA,NA
Aa,12.345,12.61677645,NA,NA,3.744183737,NA
AaAd,35.8,NA,NA,NA,36.52670084,NA
Aa / AaAd,NA,0.245279713,NA,NA,-0.3386997,NA
AaAd / Aa,NA,-0.460917686,NA,NA,NA,NA
Aa * AaAd,NA,693.9034849,NA,NA,NA,NA
Aa + AaAd,NA,13.76466364,NA,NA,35.27260721,NA
Aa - AaAd,NA,11.60454682,NA,NA,-23.38228845,NA
AaAd - Aa,NA,-11.60454682,NA,NA,23.38228845,NA
Aa,11.67,10.04280503,NA,NA,NA,NA
AaAa,94,NA,NA,90.69339604,NA,NA
Aa / AaAa,NA,0.03021099,NA,-0.110767583,NA,NA
AaAa / Aa,NA,-0.345245849,NA,1.03790725,NA,NA
Aa * AaAa,NA,NA,NA,NA,NA,NA
Aa + AaAa,NA,NA,NA,63.02076094,NA,NA
Aa - AaAa,NA,NA,NA,-86.45389512,NA,NA
AaAa - Aa,NA,NA,NA,86.45389512,NA,NA
Aa,20.833335,20.92873742,NA,NA,NA,NA
AaAd,56.4,NA,NA,NA,56.1256674,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,1.517200296,NA
Aa * AaAd,NA,96.64429336,NA,NA,1476.359668,NA
Aa + AaAd,NA,20.89119353,NA,NA,55.62571942,NA
Aa - AaAd,NA,21.07296668,NA,NA,-57.01849726,NA
AaAd - Aa,NA,-21.07296668,NA,NA,57.01849726,NA
Aa,0.136909323,0.136444133,NA,NA,NA,NA
AaAd,0.32,NA,NA,0.020135738,0.458650789,NA
Aa / AaAd,NA,0.138198128,NA,NA,NA,NA
AaAd / Aa,NA,-9.312889189,-5.386985713,NA,NA,NA
Aa * AaAd,NA,0.134113046,NA,NA,NA,NA
Aa + AaAd,NA,0.131876188,NA,NA,0.47814628,NA
Aa - AaAd,NA,0.139215323,NA,NA,-0.46073349,NA
AaAd - Aa,NA,-0.139215323,NA,NA,0.46073349,NA
Aa,16.6,16.60037347,NA,NA,NA,NA
AdAd,29.14,NA,NA,NA,NA,21.45401008
Aa / AdAd,NA,0.312890384,NA,NA,NA,-0.039446556
AdAd / Aa,NA,3.937681354,NA,NA,NA,12.53390086
Aa * AdAd,NA,892.1524445,NA,NA,NA,NA
Aa + AdAd,NA,16.49758277,NA,NA,NA,25.55531628
Aa - AdAd,NA,16.71929726,NA,NA,NA,-28.14171021
AdAd - Aa,NA,-16.71929726,NA,NA,NA,28.14171021
Aa,5.465,7.329615167,NA,1.263447509,NA,NA
AaAd,20.36,NA,NA,2.007117751,15.24488213,NA
Aa / AaAd,NA,0.112540698,NA,NA,-0.155396317,NA
AaAd / Aa,NA,-0.102430029,NA,NA,0.171502679,NA
Aa * AaAd,NA,462.4809463,NA,NA,NA,NA
